ETTh1_96_96_PathFormer_ftETTh1_slM_pl96_96_22,  0.5452304152761002, 0.46784986868544026, 0.5511966370598435, 0.47206489663831025,0.5077881924699732, 0.4529836347088391, 0.5097769325934783, 0.45438864373407045,

ETTh2_96_96_PathFormer_ftETTh2_slM_pl96_96_22,  0.3989443722828075, 0.40602948169527187, 0.4160276373434097, 0.4182612044834207,0.35904225171949755, 0.3819386171350299, 0.3647366736238541, 0.38601585746158,

ETTh1_96_192_PathFormer_ftETTh1_slM_pl96_192_22,  0.6237981258667108, 0.5051776019643139, 0.631458979905078, 0.5074774212405894,0.5458715428845081, 0.4714078987017274, 0.5471483504915812, 0.47179120200046576,

ETTh2_96_192_PathFormer_ftETTh2_slM_pl96_192_22,  0.4970517902865063, 0.47247858019545674, 0.5037621924953805, 0.47883769420413186,0.4105424501243081, 0.4173126902083406, 0.41166085037767486, 0.4183725431920534,

ETTh1_96_336_PathFormer_ftETTh1_slM_pl96_336_22,  0.6166196150028971, 0.5086278162161066, 0.6290999059357746, 0.51756678354351,0.5648655602530499, 0.479680298560649, 0.5660541597279204, 0.480531628356333,

ETTh2_96_336_PathFormer_ftETTh2_slM_pl96_336_22,  0.49859392908579747, 0.4894157974939248, 0.49922105765332037, 0.49170062774021156,0.4324598477005508, 0.4384279933811468, 0.4325195737227584, 0.4386455961354789,

ETTm2_96_96_PathFormer_ftETTm2_slM_pl96_96_22,  0.2667210236034131, 0.31575084470468834, 0.32230171887007847, 0.35371715139095367,0.2176889837050766, 0.28499965126471843, 0.23621588194575371, 0.29765508620178305,

weather_96_336_PathFormer_ftweather_slM_pl96_336_22,  nan, nan, nan, nan,nan, nan, nan, nan,

ETTm1_96_96_PathFormer_ftETTm1_slM_pl96_96_22,  0.414322608211856, 0.4079402430098127, 0.4316613696964544, 0.41214388188333095,0.3736305708184006, 0.38081719981914575, 0.37941015823685376, 0.3822184132132156,

